Model,Data Representation,Test Fold,Epoch,Learning Rate,Training Loss,Validation Loss,Validation Accuracy
ResNet50,Cochleagram,8,8,5e-05,1.3321183359948918e-05,0.0014400226064026356,0.753441802252816
ResNet50,Cochleagram,8,9,5e-05,1.0776353519759141e-05,0.001534884562715888,0.7496871088861077
ResNet50,Cochleagram,8,10,5e-05,1.1262168300163466e-05,0.0012634621234610677,0.7571964956195244
ResNet50,Cochleagram,8,11,5e-05,9.109826351050287e-06,0.001299863331951201,0.7309136420525657
ResNet50,Cochleagram,8,12,5e-05,8.081891792244278e-06,0.001267208601348102,0.7421777221526908
ResNet50,Cochleagram,8,13,5e-05,8.289952347695362e-06,0.0014762359205633402,0.7334167709637046
ResNet50,Cochleagram,8,14,5e-05,7.955844012030866e-06,0.0016179014928638935,0.7359198998748435
ResNet50,Cochleagram,8,15,5e-05,6.655303877778351e-06,0.0017543543362990022,0.72090112640801
ResNet50,Cochleagram,8,16,5e-05,6.2435842664854135e-06,0.0019026912050321698,0.7033792240300375
ResNet50,Cochleagram,8,17,5e-05,5.9220492403255776e-06,0.0017370510613545775,0.7409261576971214
ResNet50,Cochleagram,8,18,5e-05,6.594708338525379e-06,0.001662518596276641,0.7309136420525657
ResNet50,Cochleagram,8,19,5e-05,5.310898814059328e-06,0.0017082603881135583,0.7409261576971214
ResNet50,Cochleagram,8,20,5e-05,4.890418040304212e-06,0.0017310755793005228,0.7334167709637046
ResNet50,Cochleagram,9,1,5e-05,0.00016779157158453017,0.0008574473904445767,0.7855392156862745
ResNet50,Cochleagram,9,2,5e-05,6.785892037441954e-05,0.00075015879701823,0.7867647058823529
ResNet50,Cochleagram,9,3,5e-05,4.3188083509448916e-05,0.0006840622518211603,0.8259803921568627
ResNet50,Cochleagram,9,4,5e-05,3.132818892481737e-05,0.0007168081938289106,0.8296568627450981
ResNet50,Cochleagram,9,5,5e-05,2.5007866497617215e-05,0.0007129047880880535,0.8296568627450981
